OT_01,3,1,14
OT_01,3,2,30
OT_01,3,3,2
OT_02,3,1,23
OT_02,3,2,19
OT_02,3,3,5
OT_08,3,1,20
OT_08,3,2,4
OT_08,3,3,7
OT_11,3,1,32
OT_11,3,2,13
OT_11,3,3,14
OT_12,3,1,4
OT_12,3,2,8
OT_12,3,3,16
OT_16,3,1,2
OT_16,3,2,17
OT_16,3,3,5
OT_18,3,1,8
OT_18,3,2,13
OT_18,3,3,83
OT_34,3,1,35
OT_34,3,2,7
OT_34,3,3,27
OT_38,3,1,21
OT_38,3,2,2
OT_38,3,3,16
OT_26,3,1,3
OT_26,3,2,29
OT_26,3,3,47
OT_07,3,1,21
OT_07,3,2,7
OT_07,3,3,54
OT_13,3,1,2
OT_13,3,2,31
OT_13,3,3,32
OT_32,3,1,18
OT_32,3,2,2
OT_32,3,3,26
OT_09,4,1,5
OT_09,4,2,11
OT_09,4,3,26
OT_09,4,4,17
OT_30,3,1,35
OT_30,3,2,11
OT_30,3,3,11
OT_06,4,1,5
OT_06,4,2,19
OT_06,4,3,15
OT_06,4,4,61
OT_24,4,1,6
OT_24,4,2,6
OT_24,4,3,2
OT_24,4,4,9
OT_27,5,1,3
OT_27,5,2,51
OT_27,5,3,4
OT_27,5,4,160
OT_27,5,5,4
OT_17,5,1,7
OT_17,5,2,7
OT_17,5,3,2
OT_17,5,4,28
OT_17,5,5,6
OT_25,5,1,1
OT_25,5,2,39
OT_25,5,3,1
OT_25,5,4,91
OT_25,5,5,5
OT_10,6,1,2
OT_10,6,2,23
OT_10,6,3,4
OT_10,6,4,64
OT_10,6,5,16
OT_10,6,6,7
OT_26,6,1,51
OT_26,6,2,1
OT_26,6,3,22
OT_26,6,4,5
OT_26,6,5,66
OT_26,6,6,3
OT_14,4,1,19
OT_14,4,2,43
OT_14,4,3,36
OT_14,4,4,27
OT_35,6,1,11
OT_35,6,2,6
OT_35,6,3,5
OT_35,6,4,2
OT_35,6,5,79
OT_35,6,6,12
OT_46,7,1,34
OT_46,7,2,13
OT_46,7,3,3
OT_46,7,4,15
OT_46,7,5,4
OT_46,7,6,30
OT_46,7,7,9
CP_03,5,1,8
CP_03,5,2,15
CP_03,5,3,1
CP_03,5,4,23
CP_03,5,5,8
CP_13,7,1,6
CP_13,7,2,9
CP_13,7,3,18
CP_13,7,4,7
CP_13,7,5,8
CP_13,7,6,1
CP_13,7,7,6
CP_17,5,1,10
CP_17,5,2,19
CP_17,5,3,13
CP_17,5,4,2
CP_17,5,5,16
CP_20,3,1,16
CP_20,3,2,13
CP_20,3,3,115
CP_32,3,1,9
CP_32,3,2,13
CP_32,3,3,9
CP_37,3,1,12
CP_37,3,2,14
CP_37,3,3,12
CP_45,3,1,4
CP_45,3,2,21
CP_45,3,3,17
CP_52,3,1,2
CP_52,3,2,5
CP_52,3,3,207
CP_65,3,1,25
CP_65,3,2,8
CP_65,3,3,202
CP_74,3,1,82
CP_74,3,2,2
CP_74,3,3,14
CP_83,3,1,181
CP_83,3,2,5
CP_83,3,3,217
CP_30,4,1,36
CP_30,4,2,8
CP_30,4,3,34
CP_30,4,4,119
CP_41,4,1,20
CP_41,4,2,31
CP_41,4,3,15
CP_41,4,4,6
CP_59,4,1,14
CP_59,4,2,9
CP_59,4,3,11
CP_59,4,4,5
CP_81,4,1,10
CP_81,4,2,6
CP_81,4,3,3
CP_81,4,4,24
CP_69,5,1,7
CP_69,5,2,43
CP_69,5,3,32
CP_69,5,4,9
CP_69,5,5,12
CP_77,5,1,12
CP_77,5,2,4
CP_77,5,3,31
CP_77,5,4,126
CP_77,5,5,10
CP_79,5,1,5
CP_79,5,2,2
CP_79,5,3,4
CP_79,5,4,3
CP_79,5,5,5
CP_86,5,1,1
CP_86,5,2,22
CP_86,5,3,2
CP_86,5,4,179
CP_86,5,5,5
CP_47,6,1,7
CP_47,6,2,1
CP_47,6,3,6
CP_47,6,4,7
CP_47,6,5,4
CP_47,6,6,1
CP_85,6,1,1
CP_85,6,2,3
CP_85,6,3,3
CP_85,6,4,27
CP_85,6,5,2
CP_85,6,6,11
CP_26,7,1,6
CP_26,7,2,17
CP_26,7,3,225
CP_26,7,4,10
CP_26,7,5,2
CP_26,7,6,4
CP_26,7,7,23
CP_25,8,1,4
CP_25,8,2,7
CP_25,8,3,3
CP_25,8,4,14
CP_25,8,5,6
CP_25,8,6,157
CP_25,8,7,7
CP_25,8,8,183
CP_55,8,1,2
CP_55,8,2,6
CP_55,8,3,10
CP_55,8,4,1
CP_55,8,5,18
CP_55,8,6,3
CP_55,8,7,12
CP_55,8,8,15
CP_61,9,1,11
CP_61,9,2,2
CP_61,9,3,1
CP_61,9,4,10
CP_61,9,5,24
CP_61,9,6,4
CP_61,9,7,83
CP_61,9,8,58
CP_61,9,9,77
MM_2,5,1,10
MM_2,5,2,5
MM_2,5,3,17
MM_2,5,4,7
MM_2,5,5,39
MM_3,4,1,3
MM_3,4,2,25
MM_3,4,3,13
MM_3,4,4,35
MM_6,3,1,23
MM_6,3,2,8
MM_6,3,3,19
MM_13,5,1,12
MM_13,5,2,5
MM_13,5,3,9
MM_13,5,4,10
MM_13,5,5,3
MM_16,5,1,14
MM_16,5,2,7
MM_16,5,3,2
MM_16,5,4,21
MM_16,5,5,2
MM_14,6,1,23
MM_14,6,2,39
MM_14,6,3,36
MM_14,6,4,17
MM_14,6,5,38
MM_14,6,6,55
MM_17,3,1,70
MM_17,3,2,31
MM_17,3,3,85
MM_21,4,1,14
MM_21,4,2,35
MM_21,4,3,11
MM_21,4,4,38
MM_23,6,1,65
MM_23,6,2,18
MM_23,6,3,35
MM_23,6,4,27
MM_23,6,5,41
MM_23,6,6,34
MM_30,5,1,16
MM_30,5,2,13
MM_30,5,3,31
MM_30,5,4,22
MM_30,5,5,7
MM_33,3,1,56
MM_33,3,2,20
MM_33,3,3,16
MM_35,3,1,21
MM_35,3,2,8
MM_35,3,3,36
MM_40,5,1,20
MM_40,5,2,54
MM_40,5,3,35
MM_40,5,4,84
MM_40,5,5,7
MM_42,5,1,23
MM_42,5,2,10
MM_42,5,3,1
MM_42,5,4,22
MM_42,5,5,7
MM_47,4,1,12
MM_47,4,2,14
MM_47,4,3,9
MM_47,4,4,2
MM_50,3,1,48
MM_50,3,2,17
MM_50,3,3,25
MM_52,4,1,76
MM_52,4,2,11
MM_52,4,3,20
MM_52,4,4,6
MM_56,5,1,19
MM_56,5,2,17
MM_56,5,3,29
MM_56,5,4,8
MM_56,5,5,63
MM_59,3,1,73
MM_59,3,2,17
MM_59,3,3,19
MM_60,4,1,72
MM_60,4,2,7
MM_60,4,3,53
MM_60,4,4,31
MM_63,4,1,34
MM_63,4,2,23
MM_63,4,3,57
MM_63,4,4,4
MM_65,4,1,17
MM_65,4,2,8
MM_65,4,3,27
MM_65,4,4,7
MM_69,4,1,51
MM_69,4,2,30
MM_69,4,3,60
MM_69,4,4,13
MM_70,3,1,10
MM_70,3,2,3
MM_70,3,3,25
MM_72,3,1,3
MM_72,3,2,1
MM_72,3,3,50
JE_1,2,1,11
JE_1,2,2,3
JE_2,4,1,3
JE_2,4,2,10
JE_2,4,3,4
JE_2,4,4,26
JE_3,5,1,14
JE_3,5,2,27
JE_3,5,3,12
JE_3,5,4,4
JE_3,5,5,5
JE_4,8,1,13
JE_4,8,2,29
JE_4,8,3,30
JE_4,8,4,7
JE_4,8,5,4
JE_4,8,6,17
JE_4,8,7,4
JE_4,8,8,19
JE_7,3,1,8
JE_7,3,2,13
JE_7,3,3,5
JE_11,6,1,33
JE_11,6,2,12
JE_11,6,3,4
JE_11,6,4,1
JE_11,6,5,2
JE_11,6,6,2
JE_12,4,1,5
JE_12,4,2,18
JE_12,4,3,3
JE_12,4,4,32
JE_14,3,1,15
JE_14,3,2,7
JE_14,3,3,5
JE_15,3,1,5
JE_15,3,2,6
JE_15,3,3,5
JE_17,3,1,9
JE_17,3,2,2
JE_17,3,3,11
JE_23,11,1,20
JE_23,11,2,23
JE_23,11,3,6
JE_23,11,4,10
JE_23,11,5,7
JE_23,11,6,15
JE_23,11,7,3
JE_23,11,8,5
JE_23,11,9,4
JE_23,11,10,6
JE_23,11,11,3
JE_28,3,1,30
JE_28,3,2,4
JE_28,3,3,7
JE_30,6,1,12
JE_30,6,2,2
JE_30,6,3,1
JE_30,6,4,7
JE_30,6,5,33
JE_30,6,6,9
JE_32,7,1,5
JE_32,7,2,7
JE_32,7,3,8
JE_32,7,4,14
JE_32,7,5,23
JE_32,7,6,10
JE_32,7,7,12
JE_34,4,1,5
JE_34,4,2,1
JE_34,4,3,6
JE_34,4,4,3
JE_36,7,1,4
JE_36,7,2,10
JE_36,7,3,18
JE_36,7,4,6
JE_36,7,5,5
JE_36,7,6,20
JE_36,7,7,20
JE_39,3,1,5
JE_39,3,2,8
JE_39,3,3,5
JE_40,3,1,8
JE_40,3,2,13
JE_40,3,3,7
JE_44,6,1,10
JE_44,6,2,1
JE_44,6,3,5
JE_44,6,4,2
JE_44,6,5,5
JE_44,6,6,3
JE_46,7,1,2
JE_46,7,2,4
JE_46,7,3,1
JE_46,7,4,2
JE_46,7,5,4
JE_46,7,6,8
JE_46,7,7,1
JE_50,4,1,4
JE_50,4,2,29
JE_50,4,3,21
JE_50,4,4,26
JE_51,5,1,5
JE_51,5,2,2
JE_51,5,3,10
JE_51,5,4,5
JE_51,5,5,15
JE_55,4,1,19
JE_55,4,2,5
JE_55,4,3,10
JE_55,4,4,4
JE_56,11,1,46
JE_56,11,2,16
JE_56,11,3,42
JE_56,11,4,12
JE_56,11,5,5
JE_56,11,6,7
JE_56,11,7,4
JE_56,11,8,14
JE_56,11,9,5
JE_56,11,10,4
JE_56,11,11,17
JE_60,11,1,4
JE_60,11,2,3
JE_60,11,3,1
JE_60,11,4,1
JE_60,11,5,6
JE_60,11,6,5
JE_60,11,7,4
JE_60,11,8,5
JE_60,11,9,5
JE_60,11,10,3
JE_60,11,11,4
AK_9,4,1,7
AK_9,4,2,3
AK_9,4,3,17
AK_9,4,4,24
AK_18,5,1,6
AK_18,5,2,98
AK_18,5,3,5
AK_18,5,4,7
AK_18,5,5,6
AK_19,4,1,3
AK_19,4,2,5
AK_19,4,3,10
AK_19,4,4,3
AK_23,3,1,24
AK_23,3,2,6
AK_23,3,3,11
AK_26,3,1,6
AK_26,3,2,14
AK_26,3,3,8
AK_29,5,1,10
AK_29,5,2,3
AK_29,5,3,20
AK_29,5,4,3
AK_29,5,5,2
AK_31,4,1,26
AK_31,4,2,12
AK_31,4,3,5
AK_31,4,4,16
AK_34,4,1,41
AK_34,4,2,20
AK_34,4,3,11
AK_34,4,4,13
AK_40,3,1,6
AK_40,3,2,12
AK_40,3,3,8
AK_45,10,1,6
AK_45,10,2,4
AK_45,10,3,18
AK_45,10,4,5
AK_45,10,5,48
AK_45,10,6,4
AK_45,10,7,3
AK_45,10,8,9
AK_45,10,9,19
AK_45,10,10,5
AK_48,2,1,27
AK_48,2,2,39
AK_51,3,1,15
AK_51,3,2,7
AK_51,3,3,26
AK_55,5,1,10
AK_55,5,2,9
AK_55,5,3,6
AK_55,5,4,40
AK_55,5,5,11
AK_56,3,1,4
AK_56,3,2,5
AK_56,3,3,7
AK_58,3,1,46
AK_58,3,2,23
AK_58,3,3,7
AK_62,4,1,13
AK_62,4,2,13
AK_62,4,3,34
AK_62,4,4,50
AK_64,4,1,3
AK_64,4,2,2
AK_64,4,3,2
AK_64,4,4,5
AK_65,5,1,5
AK_65,5,2,13
AK_65,5,3,4
AK_65,5,4,6
AK_65,5,5,2
AK_66,5,1,15
AK_66,5,2,7
AK_66,5,3,1
AK_66,5,4,1
AK_66,5,5,22
AK_69,6,1,7
AK_69,6,2,4
AK_69,6,3,12
AK_69,6,4,10
AK_69,6,5,5
AK_69,6,6,35
AK_75,3,1,18
AK_75,3,2,24
AK_75,3,3,6
AK_77,5,1,19
AK_77,5,2,18
AK_77,5,3,3
AK_77,5,4,5
AK_77,5,5,25
AK_81,6,1,5
AK_81,6,2,5
AK_81,6,3,10
AK_81,6,4,20
AK_81,6,5,7
AK_81,6,6,57
AK_83,4,1,7
AK_83,4,2,6
AK_83,4,3,3
AK_83,4,4,4
AK_85,3,1,9
AK_85,3,2,4
AK_85,3,3,4
